step,true_x,true_y,gps_x,gps_y,localized_x,localized_y,true_heading,desired_heading,heading_error,desired_speed,active_segment,waypoint_index,true_cross_track,estimated_cross_track,true_waypoint_distance,estimated_waypoint_distance,localization_position_error
18,14.49745591608185,10.092826303846625,14.356202603371704,10.143108812603664,13.246900584870778,9.930517256294255,1.092834653392057,0.6192531253430535,-0.4735815280490101,2.5,0,1,0.09282630384662482,0.06948274370574481,15.502821994608318,16.753243502822848,1.261044354230966
19,14.747441314599937,10.095528252727243,14.518855342214913,10.023822663525138,13.501291536339604,9.949178337740431,0.6192531253430535,0.45294761481910095,-0.16630551052395504,2.5,0,1,0.09552825272724341,0.05082166225956897,15.252857833817307,16.49878673752146,1.254714137752072
20,14.997433502668185,10.09750458894606,14.839413233002498,10.65002845396799,13.768915875672183,10.089348360985943,0.45294761481910095,359.20371820522934,-1.249229409589816,2.5,0,1,0.09750458894606062,0.08934836098594268,15.002883344601749,16.231330043487418,1.2285447016264508
21,15.2474093596628,10.094030266018068,14.826131876472832,10.622680862795841,13.980359075832313,10.196014861347923,359.20371820522934,358.2535239967775,-0.9501942084518191,2.5,0,1,0.09403026601806808,0.19601486134792268,14.752890302997992,16.020840089244306,1.2711480163377957
22,15.497293226469795,10.086411006895029,15.297922371329776,10.014497102550548,14.243871734931805,10.159711309588447,358.2535239967775,358.5768374691359,0.32331347235839303,2.5,0,1,0.08641100689502856,0.15971130958844704,14.502964201193889,15.756937697652148,1.255562969278828
23,15.747216109239835,10.080201927421179,15.792105728165682,10.24565780384016,14.55351853357858,10.176900608438789,358.5768374691359,358.4237398341912,-0.15309763494468598,2.5,0,1,0.08020192742117871,0.17690060843878896,14.25300954135212,15.447494409054382,1.1976078394241167
24,15.997121508799557,10.073325062518073,15.557427348257061,10.817176871785845,14.754300296514277,10.3049558611082,358.4237398341912,357.2840629925189,-1.1396768416723262,2.5,0,1,0.07332506251807303,0.3049558611081995,14.00307047058313,15.248749375804199,1.2642220503383705
25,16.246840692176544,10.061478989179989,15.748765570869232,10.758544367528136,14.953193351385268,10.395673562392187,357.2840629925189,356.47793248797734,-0.8061305045415565,2.5,0,1,0.06147898917998873,0.39567356239218654,13.753296717968443,15.052008101538235,1.3361173058907752
26,16.496368495051524,10.046120747340964,16.43934905590738,9.890931040482092,15.25042449228969,10.294725058010167,356.47793248797734,357.37504887868647,0.8971163907091295,2.5,0,1,0.046120747340964385,0.294725058010167,13.503710265877757,14.75251980230723,1.2705040579634086
27,16.746106175158832,10.03467124365655,16.93465219609135,10.076579492093739,15.587270033050022,10.251095944826881,357.37504887868647,357.7632000451824,0.3881511664959021,2.5,0,1,0.03467124365655039,0.251095944826881,13.253939173517416,14.41491707481269,1.1788727053988055
28,16.995915688800295,10.024913841634731,17.42553468215053,9.562963682955836,15.954922962870123,10.113469492452673,357.7632000451824,358.98878809161897,1.2255880464365987,2.5,0,1,0.024913841634731426,0.11346949245267268,13.004108176737661,14.045535386898942,1.0447525825435033
29,17.245876754011263,10.020501826381022,17.249894209456112,11.211760266887719,16.213917212187322,10.333127647339682,358.98878809161897,357.0335942703527,-1.9551938212662776,2.5,0,1,0.020501826381021715,0.3331276473396816,12.754139723978064,13.790107057664455,1.07827426932648
30,17.495541766328927,10.007564221331357,17.58146575114301,10.039232480143617,16.48742691997846,10.274348613900468,357.0335942703527,357.55630230248624,0.5227080321335507,2.5,0,1,0.007564221331357146,0.27434861390046805,12.504460521552645,13.515357871875679,1.0428180356853698
31,17.745314416897685,9.996904811035435,18.663245247147223,9.778104480194369,16.922590585412213,10.175099787159247,357.55630230248624,358.4397779508689,0.8834756483826709,2.5,0,1,0.0030951889645649544,0.17509978715924746,12.254685973981156,13.078581610106369,0.8418004231466637
32,17.995221731624703,9.990097899405932,17.647457287241995,10.056774028093557,17.06756392577817,10.15143463534611,358.4397779508689,358.6505616049257,0.21078365405679733,2.5,0,1,0.009902100594068486,0.15143463534611,12.00478235223163,12.933322669083012,0.9415830006493501
33,18.245152396899545,9.984210407981399,17.874005032465405,9.414672976819613,17.228852147115617,10.00408230364081,358.6505616049257,359.96361575188706,1.313054146961349,2.5,0,1,0.015789592018601084,0.004082303640810636,11.754858207708532,12.771148505339541,1.0164945105350904
34,18.495152346492464,9.98405165176071,18.54179727364319,9.360841665853028,17.491441172421133,9.875434176083255,359.96361575188706,1.1100760130683804,1.1464602611813461,2.5,0,1,0.0159483482392897,0.12456582391674509,11.504858707530024,12.50917905329879,1.0095711351748284
35,18.745105426644116,9.988894969084873,18.543041406222027,9.569612031083167,17.70176121918131,9.814269747083237,1.1100760130683804,1.65489336832316,0.5448173552547928,2.5,0,1,0.011105030915127045,0.1857302529167626,11.254900051935929,12.299641166996755,1.0578568444762788
36,18.995001152991495,9.9961147996449,19.978233615989964,9.870986451078277,18.15705569854304,9.825613087882246,1.65489336832316,1.5538731153680676,-0.1010202529550952,2.5,0,1,0.0038852003550999825,0.17438691211775392,11.004999532823266,11.844228152249087,0.8551160262472124
37,19.24490922045673,10.002894019053567,19.912186638219872,10.172956698623196,18.508081886478408,9.895081810030437,1.5538731153680676,0.9350189070098696,-0.6188542083581865,2.5,0,1,0.0028940190535671206,0.10491818996956326,10.755091168909864,11.492397041282214,0.7446730776065758
38,19.494875931828762,10.006973627595091,19.516565980910517,9.781290993943154,18.70977870536483,9.87232364681298,0.9350189070098696,1.1377884881359897,0.20276958112611965,2.5,0,1,0.006973627595090903,0.1276763531870202,10.505126382826266,11.290943190584063,0.7965602753878592
39,19.74482664015709,10.011937840137561,19.867408129658052,10.064286619289806,18.941304590223474,9.910716241308345,1.1377884881359897,0.7957061265229133,-0.34208236161308037,2.5,0,1,0.01193784013756094,0.08928375869165528,10.255180308139828,11.059055825692287,0.8098725188565559
40,19.994802532046673,10.01540965148137,20.374642664990358,9.48436753349518,19.22797220517685,9.825446499745711,0.7957061265229133,1.555356768776306,0.7596506422534048,2.5,0,1,0.01540965148137019,0.17455350025428906,10.00520933464655,10.77344196331393,0.7900093348971414
41,20.244710423882697,10.022195342166437,20.09217612590265,9.413899461764155,19.40081298932201,9.7431370921494,1.555356768776306,2.2881189265206414,0.7327621577443324,2.5,0,1,0.02219534216643737,0.25686290785059995,9.755314825627966,10.602298988462573,0.888839910760471
42,20.494511097761414,10.032176490884853,21.190221132333857,10.16181553755858,19.75869461792438,9.826872781231236,2.2881189265206414,1.5426540718871098,-0.745464854633525,2.5,0,1,0.03217649088485253,0.17312721876876402,9.505543361488947,10.242768618045107,0.763921138074671
43,20.7444204878696,10.038906775853194,20.130424010497254,10.397643747196069,19.833040496438954,9.941026974424203,1.5426540718871098,0.5255927742977156,-1.0170612975894073,2.5,0,1,0.03890677585319402,0.05897302557579742,9.2556612860765,10.167130537412994,0.9166209381788655
44,20.99440996920821,10.041200074798452,20.854773505747346,10.059400191876206,20.037387098300634,9.964701617914603,0.5255927742977156,0.3145999098989344,-0.21099286439877574,2.5,0,1,0.04120007479845178,0.03529838208539715,9.005684274326958,9.962675434083181,0.9600754081559366
45,21.244406200601258,10.042572768964437,21.053636555954274,9.915996849063259,20.240636989831362,9.954960664144334,0.3145999098989344,0.40141447654244716,0.08681456664351117,2.5,0,1,0.04257276896443685,0.045039335855665996,8.7556973006567,9.759466937595628,1.0075854849096568
46,21.494400065114355,10.044324255706206,21.800067234779817,10.938948625358982,20.552523038821054,10.151758256387264,0.40141447654244716,358.64767887824684,-1.7537355982956342,2.5,0,1,0.04432425570620602,0.15175825638726437,8.50571542505218,9.448695756578719,0.947984386559953
47,21.744330433855083,10.038424189509579,21.691588704917237,9.692474280466062,20.78033617204029,10.059901461203024,358.64767887824684,359.46613308634164,0.8184542080948063,2.5,0,1,0.03842418950957871,0.0599014612030242,8.255758984109873,9.219858420043279,0.9642334831415276
48,21.994319581409453,10.036094789363716,21.810098615054862,10.669844614615746,20.986288660643204,10.181890091885569,359.46613308634164,358.3793047864128,-1.086828299928868,2.5,0,1,0.03609478936371602,0.1818900918855686,8.005761787514247,9.015546356975568,1.0185198120106893
49,22.24421957254651,10.029024115442587,22.388284899887964,9.746516984597065,21.266687908492155,10.094815470427868,358.3793047864128,359.1550016239216,0.7756968375088036,2.5,0,1,0.029024115442586762,0.09481547042786787,7.755834735097691,8.733826770729403,0.9797431584959769
50,22.49419238508715,10.025337248137998,22.86063009747035,10.353211611231147,21.585476346287795,10.146494698588524,359.1550016239216,358.69456603418064,-0.4604355897409391,2.5,0,1,0.025337248137997648,0.14649469858852449,7.505850380085319,8.415798774661663,0.9167573108357864
51,22.744127498373718,10.01964171072437,22.379073609451318,9.89593779774309,21.7441957989205,10.096383318419438,358.69456603418064,359.1410309911153,0.44646495693467614,2.5,0,1,0.019641710724370043,0.09638331841943781,7.255899086719483,8.256366800877457,1.002872214154437
52,22.994099404501416,10.015893891773937,23.25844849129955,9.53944599332127,22.04704633739631,9.984995853399804,359.1410309911153,0.13372686668127157,0.9926958755659712,2.5,0,1,0.01589389177393663,0.015004146600196222,7.005918624263569,7.952967816100895,0.9475569643501954
53,23.244098723572325,10.01647738477467,24.523341695098917,10.280591788950744,22.54230540893683,10.044115040509991,0.13372686668127157,359.60682307304876,-0.5269037936325276,2.5,0,1,0.016477384774670867,0.04411504050999149,6.755921370253365,7.45782506836759,0.7023373096181199
54,23.494092837317062,10.014761840259432,24.2026413125854,10.375808011034719,22.874372589666542,10.110453634614936,359.60682307304876,359.0156593066234,-0.5911637664253817,2.5,0,1,0.014761840259431835,0.11045363461493629,6.505923909897579,7.1264834242629895,0.6270646735823966
55,23.744055944234365,10.010467055020529,23.888956321087043,9.773541286676378,23.077289335950642,10.043071165027225,359.0156593066234,359.6161263700367,0.6004670634133049,2.5,0,1,0.010467055020528804,0.04307116502722508,6.255952812170996,6.922844651109796,0.6675632838252178
56,23.994050333241937,10.00879210286289,23.616095168340415,9.731665688774104,23.185050502428595,9.980790069776601,359.6161263700367,0.17121139008004974,0.5550850200433501,2.5,0,1,0.00879210286288945,0.019209930223398786,6.005956102129289,6.814976571923628,0.8094843050442554
57,24.244049217073513,10.009539152369562,23.44769281646103,10.710222495796442,23.23757896523508,10.12667655498057,0.17121139008004974,358.871118904077,-1.3000924860029954,2.5,0,1,0.009539152369562487,0.12667655498056973,5.755958687386486,6.763607410325705,1.0132638051989087
58,24.4940006941343,10.00461379805435,25.051253629746974,9.758202362469833,23.600313898137458,10.052981716478422,358.871118904077,359.5278017750221,0.6566828709451329,2.5,0,1,0.004613798054350582,0.052981716478422314,5.506001238950646,6.399905410602065,0.8949947177898758
59,24.743992204069784,10.002553467940798,25.066833075558286,10.15934479268051,23.893617733621625,10.07425433171884,359.5278017750221,359.3382245692994,-0.189577205722685,2.5,0,1,0.0025534679407979155,0.07425433171884066,5.256008416191676,6.106833720424956,0.8533919110564058
60,24.993975528480163,9.999665992099361,24.984569999450848,10.438177575810153,24.11180818678747,10.147038980537102,359.3382245692994,358.6897175522405,-0.6485070170589324,2.5,0,1,0.0003340079006388663,0.1470389805371024,5.006024482662538,5.890027443992128,0.8943925404822106
61,25.24391015890424,9.993949304703598,25.079142029737454,10.472429516150877,24.305274955377467,10.212117087659857,358.6897175522405,358.1101545993609,-0.5795629528795985,2.5,0,1,0.006050695296401898,0.21211708765985726,4.756093689940083,5.698674143406378,0.9636561766625035
62,25.49377417799842,9.98570479367496,25.400497526654046,9.544767189473307,24.524319469632783,10.078647108022547,358.1101545993609,359.2990787116196,1.1889241122586895,2.5,0,1,0.014295206325039445,0.07864710802254749,4.506248496454416,5.476245304790767,0.9738997409223351
63,25.743755471270354,9.982646523887649,26.225800263719297,9.539353585113957,24.864615628450085,9.97078840344083,359.2990787116196,0.2603517274085506,0.9612730157889473,2.5,0,1,0.017353476112351274,0.02921159655917016,4.256279905207625,5.135467453010743,0.8792198122509403
64,25.99375289028864,9.983782518692458,26.06979765980979,9.599895831197172,25.105652034722027,9.896609888992097,0.2603517274085506,0.9214032072229402,0.6610514798143754,2.458175947979133,0,1,0.016217481307542414,0.10339011100790252,4.006279934149708,4.895439869947833,0.8923688682529359
65,26.239538699679017,9.987735468799553,25.92646903147659,9.34745925300813,25.26981543407294,9.786779761795303,0.9214032072229402,1.8996666764445203,0.9782634692215879,2.393995095990046,0,1,0.012264531200447237,0.2132202382046966,3.760481300304171,4.734987739975115,0.9903264148932377
66,26.478806637416223,9.995671410282965,26.74652885789928,9.608954269024606,25.565158118838205,9.751214663241164,1.8996666764445203,2.2162373351086466,0.31657065866411926,2.2767258271187663,0,1,0.004328589717035314,0.24878533675883574,3.5211960231422763,4.441814567796915,0.9457868241173938
67,26.706308920438,10.004475735275516,25.965517108544667,10.171688343179968,25.6452299167795,9.835309399228924,2.2162373351086466,1.467513107414482,-0.7487242276941686,2.243153256449685,0,1,0.004475735275516257,0.16469060077107578,3.29369412055712,4.357883141124212,1.0744793628806224
68,26.930550672158624,10.010220481090222,25.92755880879777,10.009055180552945,25.701695695183155,9.870058555493728,1.467513107414482,1.1579684129931143,-0.309544694421362,2.220107190883517,0,1,0.010220481090222222,0.12994144450627232,3.069466343588017,4.300267977208793,1.2368225094265948
69,27.152516051684373,10.014707092519593,27.31634170337296,9.534603087859738,26.024624896821116,9.80296746196693,1.1579684129931143,1.7555377579674512,0.597569344974346,2.0921019581430467,0,1,0.014707092519593346,0.19703253803307064,2.8475219287102136,3.980254895357617,1.1475940607921205
70,27.361628051462304,10.021116271993947,27.609225282355773,10.687366877457714,26.34154497392805,9.979847345065087,1.7555377579674512,0.1796135119894559,-1.5759242459780012,1.9634042125013609,0,1,0.02111627199394661,0.020152654934912917,2.6384564494744875,3.6585105312534023,1.0209175331052056
71,27.557967507968385,10.021731768198824,27.635011669470455,9.053403392116588,26.60023831303653,9.794558554475387,0.1796135119894559,1.8304102537662958,1.650796741776844,1.8623853032492055,0,1,0.021731768198824497,0.2054414455246132,2.442129186158502,3.405963258123014,0.9843032458842409
72,27.744111009717926,10.027680459988181,28.41193812137998,10.1827960342107,26.96257827470522,9.872206050422449,1.8304102537662958,1.1388361731190653,-0.6915740806472286,1.7160435538806234,0,1,0.027680459988181028,0.1277939495775513,2.256058807819741,3.0401088847015583,0.7968473554742183
73,27.915681468106712,10.031091119222811,27.7670615780447,9.918289536138984,27.123474935373114,9.881422747565756,1.1388361731190653,1.0567208961568095,-0.08211527696226995,1.6515872185620377,0,1,0.03109111922281116,0.11857725243424433,2.084550407183362,2.8789680464050944,0.806220696819589
74,28.080812101075775,10.034137011606175,28.29076768026249,9.949503989216128,27.35693348435099,9.89503899589583,1.0567208961568095,0.9354003938994923,-0.12132050225730495,1.5580599165285534,0,1,0.034137011606174994,0.10496100410417064,1.9194914761307436,2.6451497913213835,0.7371217740142704
75,28.236597329525868,10.036680558673265,28.013086356766813,10.522942076765135,27.488164058834155,10.02061961206969,0.9354003938994923,359.816224691837,-1.119175702062421,1.5047682290944047,0,1,0.036680558673264585,0.020619612069690874,1.7637841255720281,2.5119205727360114,0.7486055801849848
76,28.38707337838658,10.036197907467198,29.051817908123954,10.753129197271063,27.800894828692115,10.167121529109965,359.816224691837,358.51083523491525,-1.3053894569217732,1.3821784998482003,0,1,0.036197907467197865,0.16712152910996458,1.61333275402636,2.205446249620501,0.6006215837163748
77,28.52524454632045,10.032605915510572,28.82150019111688,9.892281409702841,28.005015901177067,10.11215350522854,358.51083523491525,359.0005134495931,0.4896782146778378,1.2992536481784887,0,1,0.03260591551057246,0.11215350522853917,1.4751158577833319,1.9981341204462217,0.52627527232206
78,28.65515014319075,10.030339569371357,28.70810537337084,10.22144335491766,28.145633795615822,10.134011475166364,359.0005134495931,358.8057720025563,-0.1947414470367903,1.24368090957759,0,1,0.030339569371356845,0.13401147516636414,1.3451920408735336,1.8592022739439749,0.5199565101979803
79,28.779491219925443,10.027747526753158,29.11863496088453,10.348141850601156,28.340234028669563,10.176837550253323,358.8057720025563,358.42430142631406,-0.38147057624223635,1.2,0,1,0.02774752675315817,0.17683755025332282,1.2208241509242843,1.6691598481769396,0.46386928673634387
80,28.899445844062505,10.024447807350542,28.853851605379198,9.37452774062688,28.44295754401149,10.016375588328033,358.42430142631406,359.85404998928703,1.429748562972975,1.2,0,1,0.024447807350542305,0.01637558832803343,1.100825665323779,1.5571285655474358,0.4565596662030184
81,29.019445454735962,10.02414213069349,28.74910237181964,10.112699616358855,28.50418650957312,10.035640393934198,359.85404998928703,359.68235194182,-0.1716980474670322,1.2,0,1,0.02414213069348925,0.035640393934198045,0.9808517006726277,1.4962380277959886,0.5153872239664821
82,29.139443610581548,10.023476853564157,29.491519585000642,10.728597429822193,28.701653124658623,10.174231801111796,359.68235194182,358.4475083232482,-1.2348436185718015,1.2,0,1,0.02347685356415674,0.17423180111179626,0.8608765660779688,1.30998524007997,0.4630200468389269
83,29.25939956138667,10.020225720463268,28.99367553399525,9.369256338990086,28.760057606525947,10.013236708687455,358.4475083232482,359.88202566012245,1.4345173368742508,1.2,0,1,0.02022572046326765,0.013236708687454524,0.7408765682909109,1.2400130441213264,0.49939086312199304
84,29.37939930700785,10.019978635758212,29.52820908952049,10.645735567431691,28.913687903124856,10.139736480436301,359.88202566012245,358.7547700048453,-1.1272556552771675,1.2,0,1,0.01997863575821235,0.1397364804363015,0.6209221899957308,1.0952626423748766,0.48086282146638415
85,29.49937096777838,10.017370837460497,29.980692894950185,10.136378758411308,29.127088901489923,10.139064936031303,358.7547700048453,9.351893285643628,10.597123280798371,1.2,0,1,0.017370837460497057,0.13906493603130343,0.500930308423473,0.8839190247615781,0.3916674488733565
86,29.6182735278549,10.033562848059844,29.01557566495271,10.635442186100583,29.104786254182482,10.23834038604516,7.754770004845284,4.657152559858195,-3.097617444987094,1.2,1,2,0.38172647214510036,0.895213745817518,19.970085819593077,19.78192605254894,0.5528137301902508
87,29.737877333948564,10.043306028644686,29.713399748100862,10.23895448160429,29.226508952966157,10.238463205156986,4.657152559858195,15.433125813496867,10.775973253638682,1.2,1,2,0.26212266605143597,0.7734910470338434,19.958415331844044,19.77666870061224,0.5473426208626746
88,29.8544844494755,10.071639411931685,29.748478753690467,10.136423330390688,29.330902913111018,10.218055230203726,13.657152559858195,25.296954668528173,11.639802108669983,1.2,1,2,0.14551555052450027,0.6690970868889821,19.928891853375063,19.79325717983156,0.5436682969072802
89,29.9652236202546,10.117865335991207,30.068762813028396,10.047135194457216,29.478474893094493,10.183871223054425,22.657152559858197,39.324988012428896,16.6678354525707,1.2,1,2,0.0347763797453986,0.5215251069055071,19.882165078138957,19.822990393520936,0.49120372608418605
90,30.067368080379055,10.180845565157862,30.283700945049116,9.614722377164124,29.639520103485417,10.070041453876364,31.657152559858197,86.79052029547431,55.133367735616105,2.5,1,2,0.06736808037905462,0.36047989651458323,19.8192689312794,19.933218340398465,0.4419631686112106
91,30.25702352592803,10.343728381850166,30.622696066252885,10.166721161282965,29.83615529603891,10.089377395357683,40.6571525598582,88.54002117800175,47.88286861814356,2.5,1,2,0.25702352592803024,0.16384470396108952,19.65795195383698,19.911296733048545,0.49175653657038476
92,30.418863511933623,10.534274488946872,30.833191171732828,10.992213472863074,30.035562471177695,10.269944610858762,49.6571525598582,90.31695357913419,40.65980101927599,2.5,1,2,0.4188635119336226,0.03556247117769473,19.47023154236472,19.73008743893289,0.4656071007777404
93,30.548903000824257,10.747792008904984,29.97673922324509,10.694120780313543,30.023797821591174,10.354779844749718,58.6571525598582,90.21210132382795,31.554948763969747,2.5,1,2,0.5489030008242572,0.02379782159117383,19.26003133529893,19.645234569344403,0.655891767314863
94,30.643939988807123,10.979023431759112,30.35456710941204,10.867148799663228,30.089951679155348,10.45725363573242,67.65715255985819,90.80165792908302,23.144505369224817,2.5,1,2,0.6439399888071229,0.08995167915534807,19.031873484204173,19.54295337871624,0.7610169296911646
95,30.701634349828403,11.222275072465493,30.82208266128295,10.706055362027097,30.236377875580867,10.507013980991355,76.65715255985819,92.10581091646122,15.448658356603033,2.5,1,2,0.701634349828403,0.23637787558086742,18.79082872613685,19.494419161322316,0.8532655013570064
96,30.720565457243147,11.471557268324025,31.47568927189617,11.492686235944204,30.484240154843928,10.704148431981924,85.65715255985819,94.30774085511008,8.650588295251907,2.5,1,2,0.720565457243147,0.4842401548439277,18.542448722840472,19.30192675000475,0.8029732066825269
97,30.701787094930108,11.720851016959726,30.411022757796925,11.366567718347222,30.469596675434527,10.836632289254984,94.30774085511008,94.17794268815567,-0.1297981669544015,2.5,1,2,0.7017870949301077,0.4695966754345271,18.292615796293124,19.169120560286633,0.9141964500747777
98,30.68357353171831,11.97018666646683,30.2238017207674,11.502608513921848,30.420437684501103,10.969827534188356,94.17794268815567,93.74189614636005,-0.4360465417956334,2.5,1,2,0.6835735317183094,0.42043768450110264,18.042767016600205,19.034816309202576,1.034388161003237
99,30.667258033598333,12.21965370741833,29.916169980255347,12.296573513712097,30.31958414365195,11.235176730093105,93.74189614636005,92.84600719771464,-0.8958889486453927,2.5,1,2,0.6672580335983334,0.31958414365195154,17.792862264613984,18.767544495104122,1.0440651572741324
100,30.65484509049925,12.46934535494307,30.627652868120567,12.045608277024952,30.381197888545675,11.397263039479475,92.84600719771464,93.39351988763357,0.547512689918932,2.5,1,2,0.6548450904992507,0.3811978885456746,17.542881017005364,18.606642207893074,1.106455278023836
101,30.640046722255644,12.718906987205175,30.669506932333814,12.58809166024415,30.438859697303304,11.63542876363241,93.39351988763357,93.90535534074088,0.5118354531073237,2.5,1,2,0.6400467222556436,0.4388596973033039,17.292941783384816,18.36981422142143,1.1019987658639043
102,30.623019586693164,12.968326466505683,30.158911236808954,12.203584214827034,30.382870005204435,11.749059853871335,93.90535534074088,93.40837047616874,-0.4969848645721413,2.5,1,2,0.6230195866931645,0.3828700052044347,17.0430647700739,18.25495564657598,1.2426917937179955
103,30.608156534652178,13.2178842547713,29.953978775921172,13.462083009304456,30.297091759347783,12.09166448495796,93.40837047616874,92.64600016693679,-0.7623703092319545,2.5,1,2,0.6081565346521778,0.29709175934778287,16.793131430942033,17.910799659222043,1.168388747101575
104,30.596615284324642,13.467617711762705,30.38928221052175,13.043456317577292,30.315529849582575,12.282022851481827,92.64600016693679,92.8099605449664,0.16396037802962837,2.5,1,2,0.596615284324642,0.3155298495825747,16.543144015631125,17.720786475813927,1.2184597631225131
105,30.584359432870816,13.717317119261285,30.878234339182885,13.791560722605269,30.428070747502638,12.583930425706516,92.8099605449664,93.80963214795179,0.9996716029853872,2.5,1,2,0.5843594328708157,0.4280707475026375,16.29316536899711,17.42132956985484,1.1441116861133467
106,30.567749022231464,13.966764697438329,30.733760965298767,13.602715738563615,30.489208791061863,12.787687488277935,93.80963214795179,94.35177229541051,0.5421401474587242,2.5,1,2,0.5677490222314638,0.48920879106186277,16.043284365102885,17.2192632607332,1.1816901595061358
107,30.548779084830116,14.2160439414098,29.113067021954794,14.475646292453721,30.213980437240448,13.125279249113092,94.35177229541051,91.90643461285356,-2.4453376825569535,2.5,1,2,0.548779084830116,0.21398043724044769,15.793493196359481,16.8760773892494,1.1409898108173469
