step,time,gps_available,true_x,true_y,gps_x,gps_y,localized_x,localized_y,localization_error,true_heading,measured_heading,localized_heading,desired_heading,heading_error,robot_speed,desired_speed,current_waypoint,active_segment,true_cross_track,estimated_cross_track,true_waypoint_distance,estimated_waypoint_distance
15,1.5,True,13.749915607142851,10.00444968018575,13.906275626888116,9.8608283088134,13.813449193521148,10.036291350288359,0.07106622652858252,359.24195977142796,356.9979919954804,358.8769842251365,359.6765503598137,0.4345905883857313,2.5,2.5,1,0,0.0044496801857505375,0.036291350288358615,16.250085002074087,16.186591490268324
16,1.6,True,13.999911623531698,10.003038372385523,14.187696577466266,10.230773126621044,14.088264678603448,10.071500494243738,0.11177354100967099,359.6765503598137,359.0051504782722,358.9436319215542,359.36276547843823,-0.31378488137545446,2.5,2.5,1,0,0.0030383723855234024,0.07150049424373783,16.00008866495754,15.911895966818529
17,1.7000000000000002,True,14.249896161774041,10.000257969579671,14.053515342533482,9.771792541771564,14.281103571837539,10.002369170422497,0.03127874057359196,359.36276547843823,356.30353344646164,357.3664080643457,359.978884350665,0.6161188722267639,2.5,2.5,1,0,0.00025796957967116896,0.002369170422497291,15.75010384033859,15.718896606704526
18,1.8,True,14.499896144796546,10.000165835180608,14.533611487799092,9.871693572084476,14.5314922846993,9.982952338669863,0.03598083543888173,359.978884350665,4.951339403456984,1.9250098565318012,0.1519399396910458,0.1730555890260348,2.5,2.5,1,0,0.00016583518060819813,0.01704766133013713,15.500103856090586,15.468517109311872
19,1.9000000000000001,True,14.749895265757042,10.000828797456803,14.538235292293898,9.873713946991739,14.732790862784222,9.96557756445296,0.03918175633311748,0.1519399396910458,0.8307466695768774,1.2814994843039895,0.30679311107578905,0.15485317138472965,2.5,2.5,1,0,0.0008287974568030876,0.0344224355470395,15.250104756764287,15.267247942689407
20,2.0,True,14.99989168186501,10.002167428537765,14.967547198490545,9.93970540654641,14.979635085385876,9.95386047612449,0.052382166358188605,0.30679311107578905,355.9946954917448,358.12533244111285,0.4112196036531034,0.10442649257731773,2.5,2.5,1,0,0.0021674285377653035,0.046139523875510235,15.000108474725407,15.020435780090883
21,2.1,True,15.249885242982447,10.003961697141616,15.370172292038877,9.85460903569406,15.2575411088419,9.925036527655363,0.07929561564482379,0.4112196036531034,356.95567102835605,357.4283723220641,0.6680949207015185,0.2568753170484115,2.5,2.5,1,0,0.003961697141615872,0.07496347234463663,14.750115289048802,14.742649479644847
22,2.2,True,15.499868247395511,10.006876745103074,15.325494738626887,10.132435704194677,15.470839627454628,9.955709071323989,0.0588284932293453,0.6680949207015185,356.5392084671125,356.90243030417804,0.39474448721644406,-0.2733504334850636,2.5,2.5,1,0,0.006876745103074455,0.04429092867601092,14.500133383266242,14.529227880982036
23,2.3000000000000003,True,15.749862314110953,10.00859912922859,15.823453019485875,9.944763500178318,15.741303886434256,9.94868628790686,0.06052103138199298,0.39474448721644406,359.76099185820317,358.61512093746654,0.4573328192314371,0.0625883320149967,2.5,2.5,1,0,0.00859912922859074,0.051313712093140396,14.25014028042597,14.258788446290366
24,2.4000000000000004,True,15.999854350185625,10.010594598907547,16.138637455734973,10.105940651089501,16.020673168339982,9.986379218599913,0.03193443020921992,0.4573328192314371,3.912854870064295,1.7885083497791356,0.12139744090000684,-0.3359353783314418,2.5,2.5,1,0,0.010594598907546882,0.013620781400087267,14.000149658540883,13.979333467374461
25,2.5,True,16.249853789029576,10.011124294773024,16.190124438085732,10.139301563246526,16.25455656832069,10.015307927764244,0.006294356048569524,0.12139744090000684,358.01039005363793,359.52565434929596,359.8635656450312,-0.25783179586881033,2.5,2.5,1,0,0.011124294773024346,0.015307927764244056,13.750150710919444,13.745451955688772
26,2.6,True,16.49985308024864,10.010528988158855,16.42459879616624,10.18912836895433,16.488529056275645,10.046279687863445,0.03750128062224983,359.8635656450312,358.47802513354304,358.913512902332,359.5875312245659,-0.2760344204652938,2.5,2.5,1,0,0.010528988158855057,0.04627968786344461,13.500151025616852,13.511550202423711
27,2.7,True,16.74984660218773,10.008729269155687,16.600100475114143,9.942805273729832,16.710795530693947,10.02121199655419,0.04099761783467369,359.5875312245659,358.66637134781934,358.74718281777757,359.81094501627047,0.22341379170455866,2.5,2.5,1,0,0.008729269155686836,0.021211996554189483,13.250156273255648,13.289221398404866
28,2.8000000000000003,True,16.999845241242603,10.007904362669214,16.92836614310858,10.182602775990576,16.954249778342774,10.058383653094815,0.0680228270429999,359.81094501627047,3.2015247708135917,1.4020245851817208,359.4796596745329,-0.331285341737555,2.5,2.5,1,0,0.007904362669213683,0.05838365309481475,13.000157161765076,13.045880863200393
29,2.9000000000000004,True,17.249834931763285,10.00563398090076,17.169419144094086,9.861100412546449,17.197186069703683,10.025173859676546,0.056157898275696,359.4796596745329,2.072031203664153,1.7898831547164493,359.77563467140493,0.2959749968720189,2.5,2.5,1,0,0.005633980900759283,0.025173859676545618,12.750166312994688,12.802838679644465
30,3.0,True,17.49983301496821,10.004655004974936,17.42536480700742,10.077606794559669,17.44281156258168,10.037685718966664,0.06589745138525861,359.77563467140493,359.7781621283929,0.5802076959862592,359.66412321388606,-0.1115114575188727,2.5,2.5,1,0,0.00465500497493565,0.03768571896666373,12.500167851783033,12.557244987107895
31,3.1,True,17.749828719371685,10.003189474419088,17.65718741987576,9.848311765840103,17.685636641261777,10.00428693126835,0.06420145873424168,359.66412321388606,1.7741750315299214,1.2823874497316619,359.9617919727487,0.2976687588626419,2.5,2.5,1,0,0.003189474419087901,0.004286931268350003,12.250171695836668,12.314364104931048
32,3.2,True,17.99982866378459,10.003022760462388,17.967855693580056,10.005208119989325,17.94192078059265,9.996480990150774,0.05827621894547899,359.9617919727487,355.31631807996246,357.71037302367216,0.03136379435572707,0.06957182160704178,2.5,2.5,1,0,0.003022760462387808,0.0035190098492261512,12.000171716921669,12.05807973289834
33,3.3000000000000003,True,18.249828626328544,10.003159610824909,18.329693678820465,9.85215680862432,18.219358510585717,9.96078049680636,0.0521959505936855,0.03136379435572707,358.26914585101014,358.0413470459084,0.349546420085582,0.318182625729861,2.5,2.5,1,0,0.0031596108249090094,0.03921950319364065,11.750171798479744,11.780706773005596
34,3.4000000000000004,True,18.499823973970628,10.004684785343725,18.652167150457664,10.010688405264684,18.505852246452754,9.965547462499327,0.03959886499062114,0.349546420085582,358.79172341700337,358.5059532479835,0.3070613923611476,-0.04248502772443885,2.5,2.5,1,0,0.004684785343725295,0.03445253750067323,11.50017698024141,11.494199387417787
35,3.5,True,18.74982038380786,10.006024587005829,18.82201832316923,10.218211874135088,18.76882535581419,10.005883544464501,0.01900549536212609,0.3070613923611476,356.1086458165037,357.07756485895885,359.94756188431325,-0.3594995080479748,2.5,2.5,1,0,0.006024587005828863,0.0058835444645009005,11.250181229306206,11.231176185257612
36,3.6,True,18.999820279104924,10.005795782594701,19.16956798884262,9.854880601898207,19.04897046922473,9.974514509800171,0.05826027133870025,359.94756188431325,1.3826014171401653,359.6652629305695,0.22714274761438427,0.27958086330113474,2.5,2.5,1,0,0.005795782594701038,0.02548549019982893,11.00018124773802,10.951059185947392
37,3.7,True,19.24981831456016,10.006786877203101,19.480444631244076,9.920481492698345,19.33525649322181,9.965584947969228,0.09485400015609897,0.22714274761438427,1.0943684472967776,0.5377406996434502,0.3067273060678905,0.07958455845351864,2.5,2.5,1,0,0.006786877203101227,0.034415052030771776,10.750183827808172,10.66479903519864
38,3.8000000000000003,True,19.4998147322054,10.008125221159665,19.609829403741806,10.177293025301545,19.59016990230033,10.00724157524925,0.09035949088490298,0.3067273060678905,359.32887268223925,359.8037649558552,359.935458207485,-0.37126909858284307,2.5,2.5,1,0,0.00812522115966452,0.007241575249249621,10.500188411510987,10.409832616492254
39,3.9000000000000004,True,19.74981457358949,10.007843604523092,19.68629190846191,10.038099947787975,19.809232869981166,10.005379112603547,0.05946938427889278,359.935458207485,356.3002745798402,357.6977697833855,359.95205771901203,0.016599511527033428,2.5,2.5,1,0,0.007843604523092296,0.005379112603547398,10.250188427435386,10.190768549678905
40,4.0,True,19.999814486070537,10.007634416883963,19.776598405540884,10.055068723305709,20.00265483057151,10.01079420458218,0.004248742776635609,359.95205771901203,359.3984657848602,358.7041941395509,359.9037948335167,-0.0482628854953191,2.5,2.5,1,0,0.007634416883963269,0.01079420458217939,10.000188428091034,9.997350996716465
41,4.1000000000000005,True,20.249814133649814,10.007214642853071,20.147095427721553,10.095023051211337,20.231491159483546,10.032191185277766,0.03097675021351079,359.9037948335167,3.008407873376825,1.303938570494097,359.7130927674598,-0.19070206605692874,2.5,2.5,1,0,0.007214642853071496,0.032191185277765655,9.750188535584655,9.768561881856392
42,4.2,True,20.499810999304557,10.005962779120892,20.414315063354806,9.924645588426388,20.467816251010692,10.020470745486843,0.03513040003278286,359.7130927674598,3.8013324157640795,2.8053709194850365,359.81755147802653,0.10445871056674605,2.5,2.5,1,0,0.005962779120892492,0.020470745486843356,9.500190871959864,9.532205729835914
43,4.3,True,20.749809731812984,10.005166698610303,20.61553590267161,10.032223949248845,20.69734798721816,10.0206128796871,0.054688382274391184,359.81755147802653,357.0689110723729,359.3672966188504,359.8162846947701,-0.0012667832564261516,2.5,2.5,1,0,0.005166698610302944,0.020612879687099905,9.250191711118008,9.302674849833409
44,4.4,True,20.999808446659337,10.00436509074325,21.078208765105174,10.156896564431781,20.97350355990256,10.050445054891737,0.05305949644703337,359.8162846947701,1.6200785056931295,0.7378291045889114,359.55040875671864,-0.26587593805146525,2.5,2.5,1,0,0.004365090743249311,0.05044505489173723,9.000192611874581,9.026637396431452
45,4.5,True,21.249800750071902,10.002403399003757,21.387340074426906,9.837666655875717,21.256230170398403,10.003855108396982,0.00659127498267259,359.55040875671864,357.55802076394605,358.8441893367889,359.9656406688968,0.41523191217817157,2.5,2.5,1,0,0.0024033990037573005,0.0038551083969817768,8.75019957999639,8.743770679455855
46,4.6000000000000005,True,21.499800705119373,10.00225347814861,21.559781146606962,10.09906719549191,21.516872252067852,10.017678254847068,0.023007856297608695,359.9656406688968,358.2851577600734,358.5046192433377,359.84243982509554,-0.12320084380127128,2.5,2.5,1,0,0.0022534781486100997,0.017678254847067976,8.500199593589134,8.483146168045838
47,4.7,True,21.74979975984609,10.001565993059568,21.894527142116726,9.932686566649283,21.792398694392077,10.002026859540209,0.04260142746864389,359.84243982509554,1.6204734851708622,0.38587347156106944,359.9819352565711,0.13949543147555232,2.5,2.5,1,0,0.0015659930595681715,0.0020268595402086476,8.25020038877662,8.207601555873463
48,4.800000000000001,True,21.999799747420177,10.001487170748034,22.110300367960715,10.052446758215709,22.05575935419157,10.021482163014571,0.059424551371867494,359.9819352565711,4.226524833264591,2.685669856064596,359.8085371364748,-0.1733981200962944,2.5,2.5,1,0,0.0014871707480335061,0.021482163014571398,8.000200390806164,7.944269690905675
49,4.9,True,22.249798351587234,10.00065175796188,22.205537417142605,9.850069131494545,22.28554586426514,9.995422233342508,0.036128002856531484,359.8085371364748,2.1548976534029975,2.3562874642295712,0.040800147847884494,0.23226301137310656,2.5,2.5,1,0,0.00065175796187944,0.0045777666574924325,7.750201675817759,7.7144554939609495
50,5.0,True,22.499798288201983,10.000829782175645,22.33600065287963,9.851531563763482,22.495368114177538,9.9770080234091,0.02423020083735,0.040800147847884494,3.376218407685054,2.9703759081297214,0.20491918290743497,0.16411903505954228,2.5,2.5,1,0,0.0008297821756446666,0.02299197659089991,7.500201757699346,7.504667106054123
51,5.1000000000000005,True,22.749796689271744,10.001723908880003,22.8350876395051,10.152207594679068,22.762767716466946,10.026793270651162,0.028226236839365274,0.20491918290743497,5.043996375163582,4.228063012405077,359.7612016206275,-0.4437175622799714,2.5,2.5,1,0,0.0017239088800025115,0.02679327065116155,7.2502035156784945,7.237281879626166
52,5.2,True,22.99979451793656,10.000681957404462,23.191921844162675,9.951900195824994,23.04858796557264,10.01387146426233,0.05054466958412681,359.7612016206275,358.1378905501258,0.5892426403166868,359.8763683139821,0.11516669335458118,2.5,2.5,1,0,0.0006819574044616417,0.01387146426232988,7.000205515281457,6.951425874588774
53,5.300000000000001,True,23.24979393593498,10.000142512827871,23.211083302378366,9.91641416501564,23.28096214992758,9.987313349849734,0.033705266446179306,359.8763683139821,356.22238153991486,357.97513112084073,0.11307186584031655,0.236703551858227,2.5,2.5,1,0,0.00014251282787114405,0.012686650150266487,6.75020606556941,6.7190498273042945
54,5.4,True,23.499793449109028,10.000635881595196,23.605048572535317,9.782584816560163,23.545761660672213,9.949033950536787,0.06910742191164788,0.11307186584031655,2.638411271968863,0.7638634167871601,0.45423441064977255,0.34116254480946395,2.5,2.5,1,0,0.0006358815951958974,0.050966049463212926,6.500206581993476,6.454439563513366
55,5.5,True,23.749785592728042,10.002617832344079,23.862408306357988,9.995512986897019,23.809089843704385,9.957652675332701,0.07442351462355766,0.45423441064977255,359.183701481277,359.80602978815955,0.37742255951656706,-0.07681185113321476,2.5,2.5,1,0,0.002617832344078863,0.042347324667298736,6.250214955496822,6.191054987579312
56,5.6000000000000005,True,23.999780168737935,10.004264637018023,23.74999325676734,10.128629594316221,23.997121668936778,9.984133087090614,0.020306327183233667,0.37742255951656706,356.4488569739265,357.78927481709434,0.1414163796172568,-0.23600617989930583,2.5,2.5,1,0,0.004264637018023265,0.015866912909386244,6.000221346800421,6.002899300877339
57,5.7,True,24.24977940724837,10.004881681751668,24.272840645359715,10.137542309044852,24.25213925641838,10.02191895800057,0.017199932269827287,0.1414163796172568,4.866892544067498,2.0355818806806383,359.80464416829267,-0.33677221132461455,2.5,2.5,1,0,0.004881681751667699,0.021918958000570754,5.750222664916694,5.74790253643244
58,5.800000000000001,True,24.499777954076144,10.004029282784183,24.525450178052612,10.057260678661024,24.506631132072663,10.03723923911629,0.03390969254110812,359.80464416829267,2.597595783980637,2.3646770563122343,359.66810240936206,-0.13654175893060483,2.5,2.5,1,0,0.004029282784182797,0.03723923911629079,5.5002235217840525,5.493495087832812
59,5.9,True,24.749773759657906,10.002581114449185,24.907928182496374,10.163604370162313,24.786695946432236,10.07133272010808,0.07803865168539638,359.66810240936206,2.64293784753977,2.5276940127444245,359.3642606105645,-0.30384179879757767,2.5,2.5,1,0,0.0025811144491854066,0.07133272010807978,5.250226874805362,5.213792047243935
60,6.0,False,24.999758370369687,9.999807234985393,24.786695946432236,10.07133272010808,24.98666568987535,10.074811470932122,0.07613838514494103,359.3642606105645,0.0020153794784505408,0.996638959588876,359.33325963494605,-0.031000975618439952,2.5,2.5,1,0,0.00019276501460652185,0.07481147093212215,5.0002416333459685,5.01389246606427
61,6.1000000000000005,False,25.24974144362887,9.996898096986936,24.98666568987535,10.074811470932122,25.186657792794026,10.073034178000736,0.09887492015062517,359.33325963494605,358.5080840990668,359.490836378837,359.3490979780497,0.01583834310366683,2.5,2.4255585037002314,1,0,0.0031019030130643443,0.07303417800073575,4.750259569137189,4.813896259250579
62,6.2,False,25.492281642243068,9.994142628803258,25.186657792794026,10.073034178000736,25.380594191118913,10.079515794770845,0.1405797432276059,359.3490979780497,3.536020293846377,1.9141899592738127,359.29133755884783,-0.057760419201883906,2.4255585037002314,2.348036051109063,1,0,0.005857371196741568,0.07951579477084536,4.5077221633166555,4.620090127772658
63,6.300000000000001,False,25.727067287500237,9.991238536130284,25.380594191118913,10.079515794770845,25.568167372245387,10.089578141657363,0.18686856633264937,359.29133755884783,3.8259137632346665,3.07068375428205,359.20167064091726,-0.0896669179305718,2.348036051109063,2.2730951326488102,1,0,0.008761463869715769,0.08957814165736266,4.272941694991839,4.432737831622026
64,6.4,False,25.95435473598889,9.988071427001316,25.568167372245387,10.089578141657363,25.7498435008782,10.09747356883086,0.2319346328675211,359.20167064091726,2.1305747511410686,2.488440198907533,359.1313161501363,-0.07035449078097145,2.2730951326488102,2.2005096348399986,1,0,0.011928572998684217,0.09747356883086056,4.0456628496538505,4.251274087099996
65,6.5,False,26.174380408636647,9.984735275605056,25.7498435008782,10.09747356883086,25.925589076596694,10.107664034704719,0.2775042462954349,359.1313161501363,3.9035188017194855,3.318533871604603,359.0405149551835,-0.09080119495280314,2.2005096348399986,2.1303332624769493,1,0,0.015264724394944196,0.10766403470471886,3.825650045369278,4.075833156192373
66,6.6000000000000005,False,26.387383864654907,9.981167949374681,25.925589076596694,10.107664034704719,26.09573775216543,10.117394141650935,0.32189288652020853,359.0405149551835,3.2332448074909053,3.2729466687627875,358.95382023713387,-0.08669471804961404,2.1303332624769493,2.0624107057677357,1,0,0.018832050625318786,0.11739414165093542,3.6126652194033237,3.9060267644193387
67,6.7,False,26.59359055566034,9.97740234487573,26.09573775216543,10.117394141650935,26.260677083639862,10.113191807053893,0.3595415941047227,358.95382023713387,355.36772535562795,358.54053028957867,358.9912622428943,0.03744200576045387,2.0624107057677357,1.996414287983122,1,0,0.022597655124270588,0.11319180705389265,3.406484398394265,3.7410357199578046
68,6.800000000000001,False,26.793201044427654,9.97388768035321,26.260677083639862,10.113191807053893,26.42035859656637,10.110013365802923,0.3969152216359921,358.9912622428943,359.07764207680583,358.85968500419955,359.0195821268099,0.02831988391557161,1.996414287983122,1.9325326114448678,1,0,0.026112319646790283,0.11001336580292254,3.206905267496566,3.581331528612169
69,6.9,False,26.986426013587494,9.97058098469763,26.42035859656637,10.110013365802923,26.57461133258762,10.099618169149382,0.43155755868512385,359.0195821268099,354.3383793363158,356.14462784566956,359.1122065113397,0.09262438452981314,1.9325326114448678,1.870734769528334,1,0,0.0294190153023699,0.09961816914938204,3.01371757967523,3.426836923820835
70,7.0,False,27.17347703351756,9.967682412230948,26.57461133258762,10.099618169149382,26.724253944909446,10.097418288197721,0.4675818440139436,359.1122065113397,1.1582985912196477,359.15776119428364,359.13180873537084,0.01960222403113221,1.870734769528334,1.810877723683896,1,0,0.032317587769052025,0.09741828819772103,2.826707715086917,3.2771943092097398
71,7.1000000000000005,False,27.35454401675285,9.964938531144474,26.724253944909446,10.097418288197721,26.86911821217853,10.098731338635544,0.5035262923452634,359.13180873537084,1.4147311909371183,0.5193150086625451,359.1201086643884,-0.011700070982442412,1.810877723683896,1.7529752525275781,1,0,0.035061468855525746,0.09873133863554351,2.6456883160902476,3.132438131318945
72,7.2,False,27.529820871548935,9.962246592710231,26.86911821217853,10.098731338635544,27.009273924271483,10.093927311371639,0.5369440715633794,359.1201086643884,356.4104122427937,358.036877953024,359.16291579301475,0.04280712862635028,1.7529752525275781,1.6968802646790697,1,0,0.037753407289768504,0.09392731137163857,2.4704676169497244,2.9922006616976744
73,7.300000000000001,False,27.69949078851475,9.959767559958037,27.009273924271483,10.093927311371639,27.14493707977558,10.08906057861975,0.5694264663246933,359.16291579301475,357.91145924440116,357.9454722121787,359.20628262267184,0.0433668296570886,1.6968802646790697,1.642580662542788,1,0,0.04023244004196336,0.08906057861974936,2.3008609869699237,2.8564516563569695
74,7.4,False,27.86373309404091,9.957492168772525,27.14493707977558,10.08906057861975,27.276287097469254,10.085209767950262,0.6011693472124068,359.20628262267184,358.5689129623336,358.32073094623894,359.2405973482875,0.034314725615672614,1.642580662542788,1.5900181781945912,1,0,0.042507831227474924,0.08520976795026236,2.1366897784216796,2.725045445486478
75,7.5,False,28.02272094609666,9.955384808197769,27.276287097469254,10.085209767950262,27.403468388921677,10.08747451279802,0.6331835591904885,359.2405973482875,2.8224890762833184,1.0201705537232328,359.22041605014346,-0.020181298144052562,1.5900181781945912,1.539201862794192,1,0,0.04461519180223128,0.08747451279801943,1.9777823369482406,2.5980046569854798
76,7.6000000000000005,False,28.17662688485205,9.95329058755187,27.403468388921677,10.08747451279802,27.526516521885476,10.092129421010773,0.6647704157923675,359.22041605014346,2.9024094200267996,2.1664650144939257,359.1789364537216,-0.041479596421879705,1.539201862794192,1.4900794591725497,1,0,0.04670941244813065,0.09212942101077282,1.8239712953485852,2.475198647931374
77,7.7,False,28.32561953116225,9.951155337692404,27.526516521885476,10.092129421010773,27.645684454198502,10.089102971938887,0.6937876178485021,359.1789364537216,356.11494523262036,358.54520012889276,359.20590485725825,0.02696840353667085,1.4900794591725497,1.4424004268938717,1,0,0.04884466230759621,0.08910297193888717,1.675092760255762,2.356001067234679
78,7.800000000000001,False,28.469845720696142,9.949156296029464,27.645684454198502,10.089102971938887,27.761042015595265,10.091923357411725,0.7230388137440873,359.20590485725825,3.2801580447861625,1.4005496939585669,359.1807726556982,-0.025132201560040812,1.4424004268938717,1.3963376827573462,1,0,0.050843703970535614,0.09192335741172464,1.530998759210912,2.2408442068933656
79,7.9,False,28.609465215925443,9.94715985048877,27.761042015595265,10.091923357411725,27.87273880755352,10.090412138804565,0.7505244958695909,359.1807726556982,357.7676282666527,359.22485539722595,359.19423895034566,0.013466294647457744,1.3963376827573462,1.3516726634788303,1,0,0.05284014951122984,0.09041213880456489,1.3915383814762867,2.129181658697076
80,8.0,False,28.744619116267312,9.945259031102463,27.87273880755352,10.090412138804565,27.98086422288542,10.089064514910977,0.777175369101587,359.19423895034566,359.35397337496374,359.2859295520371,359.20624754651277,0.012008596167106589,1.3516726634788303,1.3084396600108563,1,0,0.0547409688975371,0.08906451491097656,1.2565738087821603,2.021099150027141
81,8.1,False,28.87545052654746,9.94344642993264,27.98086422288542,10.089064514910977,28.085521596945178,10.090994762513564,0.8035908313750345,359.20624754651277,2.254312015263565,1.0566145434303849,359.18904724707016,-0.017200299442606592,1.3084396600108563,1.2666558656991538,1,0,0.056553570067359615,0.09099476251356364,1.125970614416623,1.9166396642478842
82,8.200000000000001,False,29.002103425875113,9.9416536909666,28.085521596945178,10.090994762513564,28.18673157033805,10.086013737386269,0.8280525863761559,359.18904724707016,354.60672957691975,357.18247493752125,359.23343309914503,0.04438585207486767,1.2666558656991538,1.2261229384645955,1,0,0.05834630903339999,0.08601373738626883,0.999600852554662,1.8153073461614886
83,8.3,False,29.124704746038713,9.940013295760147,28.18673157033805,10.086013737386269,28.28478880589657,10.083485042053276,0.8520815269029467,359.23343309914503,359.4016684039642,358.52278655942706,359.2559666268396,0.02253352769457706,1.2261229384645955,1.2,1,0,0.05998670423985253,0.083485042053276,0.8773483836496843,1.7172417397164403
84,8.4,False,29.244694628270764,9.938455039703507,28.28478880589657,10.083485042053276,28.380746518960688,10.080635953864919,0.8755693849902645,359.2559666268396,358.13340499180106,358.2993260265146,359.2813554916868,0.025388864847172954,1.2,1.2,1,0,0.06154496029649259,0.08063595386491862,0.7578086742053932,1.6212600016387362
85,8.5,False,29.364685189215816,9.936949953628927,28.380746518960688,10.080635953864919,28.47670867316869,10.077940594935253,0.8990999132394348,359.2813554916868,358.437964110472,358.3911147084492,359.30537470054617,0.0240192088593858,1.2,1.2,1,0,0.06305004637107281,0.07794059493525296,0.6384357580439382,1.5252839744579865
